"ID","Surfweight","Year","Age","Sex","Ethnicity","Edu","LFS","Partner","Parent","NumberChildren","Tenure","HhIncome","NZDep","Migrant","Disability","HomeAfford","LifeSatisfy","LifeWorth","Health","TeReo","GovTereo","Selfactual","Trust","TrustPolice","TrustMedia","TrustParliament","Voted","Mwb","Housecold","Housedamp","Moves","AccessMed","AccessGreen","AccessPt","NeighConnect","NeighCrime","Victim","Discrim","Lonely","Hardtalk","AgeC","SexC","DisabilityC","EthnicityC","VotedC","LFSC"
133,3145.701,2018,"25-34","Female","Asian",3,"Employed",1,0,0,1,3,5,1,"not disabled",6,9,9,5,2,5,5,5,8,5,5,"Yes",8,4,2,3,5,5,1,6,3,0,0,1,1,2,1,0,3,1,1
134,1294.616,2018,"65+","Male","Asian",1,"Employed",0,0,0,2,1,5,1,"not disabled",5,8,7,4,1,3,5,8,8,5,5,"Yes",12,1,1,0,5,5,5,5,3,0,0,1,3,6,0,0,3,1,1
135,1512.885,2018,"65+","Female","Asian",2,"Employed",0,0,0,3,1,7,6,"Disabled",3,5,7,3,2,4,4,10,10,4,9,"Yes",7,1,2,0,3,4,5,5,1,0,0,3,2,6,1,1,3,1,1
136,2308.772,2018,"35-44","Male","Asian",4,"Employed",1,1,3,3,3,6,4,"not disabled",4,7,6,4,1,4,4,9,10,10,6,"No",12,4,1,1,5,5,5,9,8,0,0,3,5,3,0,0,3,0,1
137,511.0815,2018,"55-64","Male","Asian",1,"Employed",0,0,0,1,3,7,1,"not disabled",9,9,7,4,1,4,4,7,8,6,7,"Yes",18,1,2,0,5,5,5,4,3,0,0,1,2,5,0,0,3,1,1
138,1334.521,2018,"65+","Male","Asian",2,"Employed",0,0,0,1,1,10,1,"not disabled",5,10,10,1,1,5,5,8,8,2,8,"Yes",18,1,1,0,5,5,4,10,3,0,1,1,2,6,0,0,3,1,1
139,9483.932,2018,"25-34","Female","Asian",4,"Employed",1,0,0,3,1,4,4,"not disabled",8,9,10,5,1,3,5,9,9,0,6,"No",20,2,2,3,5,5,5,4,9,0,1,2,1,2,1,0,3,0,1
140,480.6111,2018,"55-64","Female","Asian",2,"Employed",1,0,0,1,1,6,5,"not disabled",5,6,6,2,1,3,3,6,7,7,5,"Yes",11,3,2,2,4,4,4,7,8,0,0,1,2,5,1,0,3,1,1
141,739.1891,2018,"25-34","Male","Asian",3,"Employed",1,1,2,3,1,1,1,"not disabled",5,8,8,5,3,4,4,4,9,5,6,"Yes",3,2,1,3,1,3,4,5,8,0,0,1,2,2,0,0,3,1,1
142,2203.955,2018,"25-34","Male","Asian",2,"Employed",0,1,3,3,1,10,1,"not disabled",3,8,8,5,2,4,4,7,5,3,1,"Yes",4,1,2,2,4,4,5,5,3,0,0,2,4,2,0,0,3,1,1
143,1096.036,2018,"35-44","Female","Asian",1,"Employed",0,1,2,3,1,10,1,"not disabled",3,10,10,2,2,1,5,5,4,4,0,"No",3,4,3,2,5,5,5,3,8,0,0,5,5,3,1,0,3,0,1
144,1032.229,2018,"65+","Female","Asian",2,"Employed",0,0,0,2,1,6,6,"not disabled",5,5,7,2,1,2,5,5,10,8,10,"No",14,1,2,0,4,5,4,10,3,0,0,2,2,6,1,0,3,0,1
145,2461.019,2018,"65+","Male","Asian",1,"Employed",0,0,0,2,1,5,1,"Disabled",6,10,10,4,1,4,5,10,10,6,5,"Yes",20,1,1,0,5,5,5,6,8,0,0,1,2,6,0,1,3,1,1
147,1518.419,2018,"35-44","Female","Asian",1,"Employed",1,1,3,1,3,7,1,"not disabled",2,6,6,4,2,4,3,5,5,2,2,"Yes",10,3,2,3,4,4,5,5,5,0,1,3,3,3,1,0,3,1,1
148,589.1386,2018,"35-44","Female","Asian",2,"Employed",1,1,2,1,3,1,6,"not disabled",8,8,8,4,1,4,5,7,7,6,6,"Yes",18,1,1,1,4,4,4,6,1,0,0,2,2,3,1,0,3,1,1
149,2222.694,2018,"55-64","Male","Asian",4,"Employed",0,0,0,2,3,3,1,"not disabled",10,8,8,4,2,3,5,8,8,6,8,"Yes",19,2,1,0,3,4,5,5,3,0,1,1,1,5,0,0,3,1,1
150,1432.664,2018,"25-34","Male","Asian",2,"Employed",1,1,2,3,2,9,1,"not disabled",10,8,8,3,4,2,3,4,7,3,5,"Yes",9,1,1,3,5,5,5,8,9,0,0,1,1,2,0,0,3,1,1
151,789.9224,2018,"55-64","Male","Asian",1,"Employed",1,0,0,1,3,4,1,"not disabled",5,7,8,3,1,5,5,10,10,5,7,"Yes",14,1,1,0,5,5,5,0,4,0,0,3,3,5,0,0,3,1,1
152,1549.818,2018,"55-64","Female","Asian",2,"Employed",1,0,0,3,3,6,6,"not disabled",8,6,7,3,1,2,5,8,10,5,8,"Yes",16,2,2,0,4,4,4,0,1,0,0,3,5,5,1,0,3,1,1
153,5006.528,2018,"55-64","Male","Asian",4,"Employed",0,0,0,1,1,5,6,"Disabled",5,6,8,3,2,5,5,6,5,2,0,"Yes",14,1,1,0,5,5,5,2,8,0,1,2,3,5,0,1,3,1,1
154,1604.264,2018,"25-34","Female","Asian",4,"Employed",1,0,0,3,2,6,4,"not disabled",10,10,10,4,1,4,3,10,9,4,9,"No",18,1,1,4,4,5,5,10,9,1,0,1,2,2,1,0,3,0,1
155,1680.41,2018,"65+","Male","Asian",4,"Employed",0,0,0,1,1,3,1,"not disabled",7,9,9,5,3,4,4,7,8,6,7,"Yes",12,3,2,0,4,5,1,5,3,0,0,1,2,6,0,0,3,1,1
156,2123.739,2018,"65+","Male","Asian",1,"Employed",0,0,0,3,1,9,2,"Disabled",4,7,8,2,1,3,4,5,10,2,5,"Yes",9,2,2,3,4,4,5,1,3,0,0,1,2,6,0,1,3,1,1
157,1754.126,2018,"65+","Female","Asian",1,"Employed",0,0,0,2,1,8,2,"not disabled",7,3,8,1,1,4,5,10,7,0,5,"Yes",20,2,1,0,5,5,1,10,3,0,1,1,1,6,1,0,3,1,1
158,2325.511,2018,"15-24","Female","Asian",1,"Employed",0,0,0,3,2,5,2,"not disabled",5,7,9,4,1,4,5,9,9,5,6,"Not Eligible",17,1,2,4,5,5,5,5,8,0,0,2,2,1,1,0,3,99,1
159,1496.693,2018,"15-24","Male","Asian",4,"Employed",0,0,0,1,1,10,1,"not disabled",0,8,6,4,1,3,4,7,9,4,3,"Yes",9,2,2,0,4,5,4,2,4,0,0,2,3,1,0,0,3,1,1
160,842.0727,2018,"25-34","Male","Asian",1,"Employed",1,1,2,1,3,6,1,"not disabled",6,10,8,4,1,5,5,6,8,6,6,"Yes",18,1,1,1,4,5,1,10,9,0,0,1,2,2,0,0,3,1,1
161,1836.053,2018,"55-64","Male","Asian",1,"Employed",0,0,0,3,1,7,1,"not disabled",8,5,5,3,1,4,4,8,9,7,7,"No",12,2,1,3,4,5,5,8,8,0,0,4,3,5,0,0,3,0,1
162,887.7571,2018,"65+","Female","Asian",3,"Employed",1,0,0,3,1,6,6,"not disabled",7,7,6,2,1,4,5,2,5,5,4,"Yes",13,3,2,1,4,5,1,2,8,0,0,2,2,6,1,0,3,1,1
163,1365.587,2018,"45-54","Male","Asian",3,"Employed",0,0,0,3,3,3,2,"not disabled",8,9,9,4,2,5,4,8,8,4,7,"Yes",13,2,3,0,5,5,4,10,3,0,0,2,2,4,0,0,3,1,1
164,419.4825,2018,"45-54","Female","Asian",2,"Employed",1,1,2,3,2,7,4,"not disabled",6,9,9,5,1,3,4,8,9,4,3,"Yes",10,2,1,2,5,4,5,4,3,0,0,2,2,4,1,0,3,1,1
165,692.3255,2018,"65+","Male","Asian",1,"Employed",0,0,0,3,1,10,1,"not disabled",8,7,9,4,3,4,4,7,7,5,7,"Yes",17,1,1,1,4,5,5,10,8,0,0,2,3,6,0,0,3,1,1
166,1381.451,2018,"15-24","Female","Asian",1,"Employed",0,0,0,1,3,6,6,"not disabled",7,9,7,5,2,4,4,8,9,5,7,"Not Eligible",15,1,1,0,4,4,1,4,8,0,0,3,1,1,1,0,3,99,1
167,1247.236,2018,"65+","Female","Asian",1,"Employed",0,0,0,2,1,8,1,"Disabled",10,7,5,2,1,1,5,2,8,4,5,"Yes",19,2,1,0,4,5,5,3,3,1,0,1,4,6,1,1,3,1,1
168,1197.498,2018,"55-64","Female","Asian",2,"Employed",0,0,0,3,1,3,1,"not disabled",10,5,7,3,1,1,3,8,7,2,8,"Yes",17,2,2,0,5,5,5,2,3,0,0,2,4,5,1,0,3,1,1
169,2131.385,2018,"45-54","Male","Asian",1,"Employed",0,0,0,2,2,10,1,"not disabled",10,7,10,5,1,4,5,4,4,0,5,"Yes",12,1,2,3,5,5,1,4,9,0,1,4,1,4,0,0,3,1,1
170,1963.606,2018,"35-44","Male","Asian",1,"Employed",0,1,2,3,1,7,1,"not disabled",8,8,8,3,1,2,2,4,8,10,5,"Yes",9,4,2,3,4,5,5,0,2,0,0,3,1,3,0,0,3,1,1
171,1083.699,2018,"65+","Female","Asian",2,"Employed",1,0,0,2,1,4,1,"Disabled",5,5,5,3,1,3,4,3,4,0,5,"Yes",7,3,2,0,4,4,4,4,4,0,0,2,4,6,1,1,3,1,1
172,1818.115,2018,"35-44","Male","Asian",1,"Employed",1,1,2,1,2,9,6,"not disabled",3,8,8,4,1,3,3,8,10,5,7,"Yes",2,3,2,0,5,5,5,8,8,0,0,2,2,3,0,0,3,1,1
173,1967.572,2018,"65+","Female","Asian",2,"Employed",0,0,0,2,2,6,6,"not disabled",7,10,10,5,2,4,4,7,9,7,7,"Yes",18,1,1,0,5,5,4,3,4,0,0,1,1,6,1,0,3,1,1
174,1075.66,2018,"45-54","Male","Asian",4,"Employed",0,0,0,1,2,7,3,"not disabled",5,8,10,4,3,4,5,3,5,0,1,"Yes",13,4,2,0,5,5,1,10,4,0,0,1,1,4,0,0,3,1,1
175,1824.183,2018,"65+","Male","Asian",2,"Employed",1,0,0,2,1,6,1,"not disabled",6,8,8,4,1,3,5,8,9,5,5,"Yes",10,1,1,3,2,5,5,7,3,0,0,1,1,6,0,0,3,1,1
176,1995.288,2018,"35-44","Female","Asian",1,"Employed",1,1,3,1,1,5,1,"not disabled",6,5,8,3,2,3,3,5,7,5,4,"Yes",9,1,1,0,3,3,1,7,8,0,0,1,2,3,1,0,3,1,1
177,1226.659,2018,"65+","Female","Asian",3,"Employed",0,0,0,2,2,6,1,"Disabled",5,8,8,3,2,3,5,2,3,2,4,"No",14,2,1,0,3,3,2,3,3,1,0,2,1,6,1,1,3,0,1
178,804.238,2018,"55-64","Female","Asian",3,"Employed",0,0,0,2,1,7,1,"not disabled",6,8,9,4,1,3,4,7,6,5,5,"Yes",16,2,1,0,4,4,3,4,3,0,0,3,3,5,1,0,3,1,1
179,1282.4,2018,"55-64","Female","Asian",4,"Employed",1,1,2,3,3,2,1,"not disabled",5,8,8,3,1,4,5,9,10,7,8,"No",19,99,1,2,4,5,5,5,9,0,0,3,3,5,1,0,3,0,1
180,1145.164,2018,"65+","Female","Asian",1,"Employed",0,0,0,2,1,6,1,"not disabled",9,9,9,4,1,2,4,8,9,7,7,"Yes",17,3,2,0,5,5,5,5,4,1,0,1,1,6,1,0,3,1,1
181,1553.138,2018,"25-34","Female","Asian",3,"Employed",0,0,0,3,3,1,5,"not disabled",5,9,9,4,1,4,5,9,9,8,7,"No",13,1,1,3,4,5,4,6,4,0,0,1,2,2,1,0,3,0,1
182,5212.942,2018,"35-44","Female","Asian",1,"Employed",1,1,1,1,1,10,6,"not disabled",2,7,7,4,1,4,4,8,10,5,6,"Yes",8,3,1,0,4,4,4,6,1,0,0,1,2,3,1,0,3,1,1
183,1168.04,2018,"35-44","Female","Asian",4,"Employed",0,0,0,3,1,6,1,"not disabled",2,5,7,3,1,4,3,8,7,4,5,"Yes",11,3,2,3,2,5,1,8,3,0,0,1,3,3,1,0,3,1,1
184,748.0453,2018,"55-64","Male","Asian",2,"Employed",0,1,1,1,1,10,6,"not disabled",8,9,9,3,1,3,3,6,9,9,6,"No",17,99,1,2,4,4,4,9,9,0,0,1,2,5,0,0,3,0,1
185,2198.188,2018,"55-64","Female","Asian",2,"Employed",0,0,0,2,1,9,2,"Disabled",0,3,3,1,2,3,4,4,4,4,4,"Yes",4,3,2,0,2,3,4,0,8,0,0,5,4,5,1,1,3,1,1
186,856.4442,2018,"65+","Male","Asian",3,"Employed",1,0,0,2,3,7,1,"not disabled",10,9,9,5,1,4,5,8,9,5,5,"Yes",17,1,1,1,5,5,2,9,3,0,0,1,1,6,0,0,3,1,1
187,887.7644,2018,"25-34","Female","Asian",1,"Employed",1,0,0,3,3,5,1,"not disabled",10,7,7,4,2,3,4,6,7,5,6,"Yes",17,2,2,3,4,4,3,7,3,0,0,1,3,2,1,0,3,1,1
188,1521.481,2018,"65+","Male","Asian",2,"Employed",1,0,0,2,3,3,6,"Disabled",10,10,10,3,1,2,4,10,10,5,5,"Yes",19,1,1,0,5,4,4,7,8,0,0,1,1,6,0,1,3,1,1
189,2789.396,2018,"55-64","Male","Asian",2,"Employed",0,0,0,1,1,8,1,"not disabled",2,8,10,4,1,3,5,0,5,0,1,"Yes",3,4,3,0,4,4,1,4,5,0,0,1,5,5,0,0,3,1,1
190,647.8976,2018,"35-44","Female","Asian",4,"Employed",1,1,2,1,3,3,4,"not disabled",4,8,8,3,1,3,4,9,9,9,9,"Yes",16,2,1,2,4,5,4,8,8,0,0,2,3,3,1,0,3,1,1
191,856.3581,2018,"15-24","Female","Asian",1,"Employed",0,0,0,3,3,10,1,"not disabled",9,10,10,4,2,5,5,10,10,5,5,"Yes",18,1,2,1,5,5,5,1,1,0,0,1,1,1,1,0,3,1,1
192,10195.84,2018,"65+","Female","European/Other",1,"Employed",0,0,0,3,1,9,1,"not disabled",7,6,6,3,1,2,4,7,8,7,5,"Yes",17,1,1,0,4,4,4,6,1,0,0,2,3,6,1,0,4,1,1
193,10439.71,2018,"25-34","Male","European/Other",4,"Employed",0,0,0,3,1,9,4,"not disabled",6,9,10,4,1,3,5,9,10,5,8,"No",16,2,2,2,5,5,5,7,8,0,0,2,1,2,0,0,4,0,1
194,7896.777,2018,"45-54","Male","European/Other",4,"Employed",1,1,3,1,3,3,6,"not disabled",10,9,9,4,2,2,5,7,9,5,5,"Yes",17,1,1,0,4,5,2,8,4,0,0,1,1,4,0,0,4,1,1
195,6606.537,2018,"45-54","Female","European/Other",4,"Employed",0,1,2,1,2,2,1,"not disabled",4,8,10,4,3,4,5,8,10,5,7,"Yes",7,2,1,0,3,5,1,8,8,0,0,1,2,4,1,0,4,1,1
196,18787.79,2018,"55-64","Male","European/Other",3,"Employed",0,0,0,1,2,5,6,"not disabled",7,5,10,1,2,4,3,7,10,5,4,"Yes",6,1,1,3,5,4,4,4,4,0,1,2,1,5,0,0,4,1,1
197,14244.96,2018,"15-24","Female","European/Other",2,"Employed",1,0,0,1,3,9,1,"not disabled",8,7,8,4,1,4,4,6,7,4,2,"Yes",12,1,1,1,4,5,2,3,3,0,0,1,3,1,1,0,4,1,1
198,3761.509,2018,"35-44","Male","European/Other",2,"Employed",0,1,1,3,1,10,1,"not disabled",4,6,5,3,3,4,5,5,9,5,9,"Yes",12,1,1,0,5,5,5,8,8,0,0,2,1,3,0,0,4,1,1
199,9403.819,2018,"25-34","Male","European/Other",4,"Employed",0,0,0,2,3,2,2,"not disabled",7,8,8,4,1,4,4,5,6,5,5,"Yes",18,1,1,0,4,5,4,9,3,0,1,1,1,2,0,0,4,1,1
200,5275.312,2018,"45-54","Male","European/Other",4,"Employed",0,0,0,1,1,5,2,"not disabled",8,7,8,5,1,2,5,9,10,7,8,"Yes",19,2,1,0,5,5,5,10,3,0,0,1,1,4,0,0,4,1,1
201,2103.943,2018,"15-24","Female","European/Other",1,"Employed",0,0,0,1,2,1,6,"not disabled",4,8,7,4,1,3,5,7,8,7,7,"Not Eligible",17,1,1,0,5,5,4,8,8,0,0,1,1,1,1,0,4,99,1
202,6807.287,2018,"15-24","Male","European/Other",4,"Employed",0,0,0,1,1,10,6,"not disabled",6,10,10,3,1,5,5,6,4,2,7,"Yes",6,2,1,0,5,5,5,5,4,0,0,1,3,1,0,0,4,1,1
203,2553.963,2018,"55-64","Male","European/Other",4,"Employed",0,0,0,2,2,7,2,"Disabled",6,8,8,1,1,3,5,6,7,5,7,"Yes",17,3,2,0,5,5,1,4,3,0,1,1,5,5,0,1,4,1,1
204,3087.116,2018,"55-64","Female","European/Other",2,"Employed",1,0,0,1,3,5,2,"Disabled",8,8,8,3,1,3,3,7,5,3,4,"Yes",16,3,1,1,4,5,5,7,3,0,0,1,3,5,1,1,4,1,1
205,2399.434,2018,"35-44","Female","European/Other",4,"Employed",1,1,2,3,3,4,1,"not disabled",10,10,10,3,3,3,4,5,5,5,5,"Yes",20,1,1,2,5,5,5,5,3,0,0,1,1,3,1,0,4,1,1
206,10279.37,2018,"25-34","Male","European/Other",4,"Employed",1,0,0,1,3,1,6,"not disabled",5,8,8,5,1,4,3,6,8,2,5,"Yes",17,1,1,1,5,5,5,2,8,1,1,1,1,2,0,0,4,1,1
207,10006.01,2018,"55-64","Male","European/Other",3,"Employed",0,0,0,1,1,8,1,"not disabled",5,0,7,2,1,2,3,6,7,5,4,"Yes",9,2,1,0,5,5,3,7,4,0,1,2,1,5,0,0,4,1,1
208,34970.11,2018,"35-44","Female","European/Other",4,"Employed",1,1,2,1,2,2,6,"not disabled",9,9,9,5,2,3,3,8,9,8,7,"Yes",17,1,1,1,4,3,4,5,9,0,0,1,2,3,1,0,4,1,1
209,40054.27,2018,"55-64","Male","European/Other",4,"Employed",0,0,0,2,2,4,6,"not disabled",8,5,8,2,2,3,3,9,10,1,6,"Yes",13,99,1,2,5,5,5,10,3,0,0,2,1,5,0,0,4,1,1
210,17799.59,2018,"65+","Male","European/Other",3,"Employed",1,0,0,2,2,5,1,"Disabled",8,4,4,2,1,3,4,8,10,2,7,"Yes",14,3,1,0,5,4,5,3,8,0,0,2,3,6,0,1,4,1,1
211,6459.327,2018,"55-64","Male","European/Other",1,"Employed",1,1,1,1,1,5,1,"not disabled",0,4,4,3,2,3,4,6,8,7,6,"Yes",1,3,2,0,4,4,4,5,8,1,0,3,5,5,0,0,4,1,1
212,8582.258,2018,"45-54","Male","European/Other",4,"Employed",0,0,0,1,3,8,1,"not disabled",5,8,10,5,2,4,5,4,9,3,5,"Yes",7,1,2,0,5,5,4,10,5,0,1,1,3,4,0,0,4,1,1
213,4850.232,2018,"55-64","Male","European/Other",4,"Employed",0,0,0,2,3,5,1,"not disabled",10,9,8,5,2,5,5,8,9,6,8,"Yes",20,2,1,0,5,5,5,6,3,0,0,1,1,5,0,0,4,1,1
214,3521.626,2018,"55-64","Male","European/Other",4,"Employed",0,0,0,2,3,4,1,"not disabled",8,7,8,3,3,5,3,7,8,4,5,"Yes",16,1,1,0,5,5,5,10,3,1,1,2,3,5,0,0,4,1,1
215,5716.5,2018,"15-24","Male","European/Other",1,"Employed",0,0,0,3,1,10,1,"not disabled",5,10,10,2,2,5,3,5,10,5,8,"Yes",12,3,1,1,5,5,1,5,9,0,0,1,2,1,0,0,4,1,1
216,8396.432,2018,"25-34","Male","European/Other",1,"Employed",0,1,3,3,1,10,1,"not disabled",5,7,7,3,1,5,5,7,7,5,5,"Yes",3,1,2,3,4,4,4,7,3,0,0,2,2,2,0,0,4,1,1
217,7220.856,2018,"55-64","Male","European/Other",3,"Employed",0,0,0,1,2,5,2,"not disabled",5,8,8,3,1,4,4,5,6,2,4,"Yes",10,1,1,0,4,4,4,5,5,0,1,1,2,5,0,0,4,1,1
219,5406.918,2018,"65+","Female","European/Other",1,"Employed",1,0,0,2,1,9,6,"not disabled",3,9,9,2,1,4,4,5,10,1,1,"Yes",16,2,1,0,4,4,1,3,3,0,0,1,1,6,1,0,4,1,1
220,10860.61,2018,"35-44","Female","European/Other",4,"Employed",1,1,1,1,1,2,6,"not disabled",6,8,8,3,1,4,5,9,10,5,4,"Yes",8,2,2,0,4,4,2,7,3,0,0,3,2,3,1,0,4,1,1
221,20046.92,2018,"65+","Female","European/Other",2,"Employed",1,0,0,2,1,3,1,"Disabled",7,8,10,4,1,4,5,7,9,6,7,"Yes",15,2,1,1,4,5,4,7,1,0,0,1,2,6,1,1,4,1,1
222,7389.127,2018,"65+","Male","European/Other",1,"Employed",0,0,0,2,2,8,1,"not disabled",8,8,8,3,1,4,5,8,9,5,9,"Yes",17,1,1,0,4,5,1,9,3,0,0,2,1,6,0,0,4,1,1
223,3129.558,2018,"45-54","Male","European/Other",3,"Employed",0,0,0,1,2,3,2,"not disabled",6,9,8,4,1,2,5,7,9,7,7,"Yes",12,1,1,0,5,5,5,8,8,0,0,1,1,4,0,0,4,1,1
224,6270.064,2018,"15-24","Female","European/Other",1,"Employed",1,0,0,3,3,9,1,"not disabled",4,5,8,4,1,3,2,1,3,3,1,"Yes",8,3,2,2,5,5,1,5,5,0,1,1,2,1,1,0,4,1,1
225,22448.87,2018,"25-34","Male","European/Other",4,"Employed",1,1,1,1,3,2,1,"not disabled",6,8,7,4,2,5,5,7,8,8,8,"Yes",18,3,2,3,3,3,3,3,9,1,0,1,3,2,0,0,4,1,1
226,19052.32,2018,"55-64","Male","European/Other",2,"Employed",1,0,0,2,2,2,2,"not disabled",5,9,8,5,2,5,5,8,8,5,7,"Yes",10,99,1,1,5,5,4,8,9,0,0,3,1,5,0,0,4,1,1
227,4802.648,2018,"45-54","Male","European/Other",1,"Employed",1,0,0,2,3,4,6,"not disabled",0,8,8,4,1,4,5,8,9,3,6,"Yes",17,3,1,0,5,5,4,3,8,0,0,1,3,4,0,0,4,1,1
228,4443.856,2018,"35-44","Female","European/Other",4,"Employed",1,1,1,3,3,9,4,"not disabled",6,10,10,5,1,4,5,7,8,5,6,"No",15,99,2,3,5,5,5,10,3,0,0,1,1,3,1,0,4,0,1
229,3799.422,2018,"45-54","Male","European/Other",3,"Employed",1,1,3,1,3,1,1,"not disabled",2,8,8,3,1,5,5,10,10,3,3,"Yes",5,1,1,0,5,5,5,10,3,0,0,1,1,4,0,0,4,1,1
230,8306.794,2018,"45-54","Female","European/Other",4,"Employed",0,0,0,2,1,5,2,"not disabled",10,7,9,5,1,3,4,7,9,6,7,"Yes",13,2,2,0,5,5,5,6,3,0,0,1,2,4,1,0,4,1,1
231,23625.06,2018,"25-34","Male","European/Other",4,"Employed",1,0,0,3,2,10,4,"not disabled",8,7,6,4,1,2,4,5,7,5,8,"No",13,3,2,3,5,5,2,4,8,0,0,2,2,2,0,0,4,0,1
232,6286.598,2018,"45-54","Female","European/Other",4,"Employed",1,0,0,1,3,5,6,"not disabled",10,8,7,4,1,3,5,8,5,5,5,"Yes",20,2,1,0,4,5,1,5,3,1,0,1,2,4,1,0,4,1,1
233,2804.929,2018,"15-24","Female","European/Other",1,"Employed",0,0,0,1,3,1,2,"not disabled",4,8,7,3,2,3,5,7,9,5,8,"Not Eligible",15,2,1,2,4,5,3,6,3,0,0,2,2,1,1,0,4,99,1
234,7767.998,2018,"55-64","Female","European/Other",4,"Employed",0,0,0,1,3,7,6,"not disabled",9,4,7,4,1,4,4,5,9,4,7,"Yes",11,2,1,2,4,5,5,8,3,0,0,1,2,5,1,0,4,1,1
235,6873.633,2018,"15-24","Female","European/Other",1,"Employed",0,0,0,3,2,9,1,"not disabled",6,8,9,5,2,3,5,6,5,3,3,"No",13,1,1,1,4,5,5,0,8,0,0,1,1,1,1,0,4,0,1
236,6572.529,2018,"15-24","Female","European/Other",1,"Employed",1,0,0,2,2,8,1,"not disabled",10,10,10,4,1,3,4,7,8,7,8,"Not Eligible",14,1,1,1,5,5,4,0,9,0,0,1,2,1,1,0,4,99,1
237,10569.93,2018,"15-24","Female","European/Other",1,"Employed",0,0,0,3,2,1,1,"not disabled",7,9,9,4,2,4,5,9,9,5,0,"No",3,1,1,2,3,5,5,10,8,0,0,2,1,1,1,0,4,0,1
238,5474.505,2018,"65+","Male","European/Other",1,"Employed",0,0,0,3,1,5,2,"Disabled",8,9,9,2,1,2,4,9,9,6,6,"Yes",12,1,1,0,5,5,1,9,4,0,0,3,5,6,0,1,4,1,1
239,4344.989,2018,"35-44","Female","European/Other",1,"Employed",1,1,2,1,3,9,1,"not disabled",6,5,9,3,4,4,5,5,3,1,1,"Yes",7,1,1,3,5,5,2,7,8,0,0,2,2,3,1,0,4,1,1
240,5182.866,2018,"35-44","Female","European/Other",4,"Employed",1,1,3,1,3,1,6,"not disabled",8,7,8,4,1,5,3,7,8,5,7,"Yes",18,1,1,0,5,5,5,5,8,0,1,1,3,3,1,0,4,1,1
241,23230.91,2018,"35-44","Female","European/Other",2,"Employed",1,1,2,3,2,9,4,"not disabled",5,8,7,3,1,4,4,6,5,8,10,"No",11,2,2,3,3,4,4,6,2,0,0,1,2,3,1,0,4,0,1
242,9007.887,2018,"35-44","Female","European/Other",4,"Employed",0,0,0,1,1,2,2,"not disabled",7,3,4,1,1,2,4,8,9,6,5,"Yes",18,1,1,1,4,5,5,8,2,0,0,4,2,3,1,0,4,1,1
243,21048.87,2018,"25-34","Female","European/Other",2,"Employed",1,1,2,3,2,6,1,"not disabled",5,7,8,3,1,3,5,3,2,1,2,"No",3,4,3,3,4,5,5,2,4,0,1,1,2,2,1,0,4,0,1
244,10714.74,2018,"55-64","Female","European/Other",1,"Employed",0,0,0,3,1,6,1,"not disabled",10,7,7,3,3,5,5,9,9,6,6,"Yes",14,1,1,2,5,5,5,8,1,0,0,1,1,5,1,0,4,1,1
245,2669.281,2018,"35-44","Male","European/Other",2,"Employed",0,1,2,3,1,7,1,"not disabled",7,8,8,3,2,5,5,3,5,5,5,"Yes",3,4,2,0,4,4,4,3,3,0,0,1,3,3,0,0,4,1,1
246,5155.634,2018,"25-34","Male","European/Other",1,"Employed",1,1,3,3,2,8,2,"not disabled",8,7,9,4,1,4,4,8,8,8,8,"Yes",8,2,2,1,4,4,4,3,3,0,0,1,2,2,0,0,4,1,1
247,5155.392,2018,"65+","Male","European/Other",1,"Employed",0,0,0,2,1,4,1,"not disabled",10,10,10,4,1,3,4,8,10,8,6,"Yes",18,1,1,0,4,5,4,10,5,0,0,1,1,6,0,0,4,1,1
248,5021.289,2018,"35-44","Male","European/Other",3,"Employed",1,1,2,1,3,5,1,"not disabled",8,10,10,4,1,3,5,7,10,7,7,"Yes",17,1,2,0,4,5,3,10,3,0,0,1,1,3,0,0,4,1,1
249,4013.568,2018,"35-44","Male","European/Other",3,"Employed",1,1,2,1,2,8,2,"not disabled",5,8,10,3,1,5,5,8,9,7,7,"Yes",14,1,1,3,4,5,1,8,3,0,0,1,1,3,0,0,4,1,1
250,2613.883,2018,"25-34","Female","European/Other",1,"Employed",0,0,0,3,2,10,1,"not disabled",8,10,10,4,3,4,5,8,5,3,5,"Yes",16,2,2,2,5,5,4,10,1,0,0,1,1,2,1,0,4,1,1
251,23885.52,2018,"25-34","Female","European/Other",1,"Employed",1,1,4,3,1,10,6,"not disabled",5,7,7,3,1,4,4,8,10,10,8,"Yes",7,2,1,1,4,4,2,5,3,0,0,1,1,2,1,0,4,1,1
252,16788,2018,"65+","Female","European/Other",4,"Employed",0,0,0,2,1,7,6,"not disabled",3,8,7,3,1,2,5,8,9,5,6,"Yes",19,1,1,1,1,5,1,9,8,0,0,2,1,6,1,0,4,1,1
253,5124.535,2018,"65+","Female","European/Other",1,"Employed",1,0,0,1,3,6,2,"not disabled",10,5,5,3,1,2,4,9,7,7,7,"Yes",18,1,2,0,3,5,4,1,4,0,0,1,5,6,1,0,4,1,1
254,10278.4,2018,"35-44","Male","European/Other",4,"Employed",1,1,1,2,1,5,4,"not disabled",6,7,8,3,1,4,3,8,8,7,8,"No",14,3,2,1,3,3,2,7,8,0,0,1,2,3,0,0,4,0,1
